Classifications,Comments
0,@Nandi Parthasarathi ಅಂತೂ ಒಪಿಕೊಂಡಲ್ಲ ದೊಡ್ಡ ಷಂಡ ಅಂತಾ
0,@TROLL MONSTER_KANNADA nಆಯ್ತು ಕಣೋ.... ಇವಾಗ ನೀನು ನನಗಿಂತ ದೊಡ್ಡ ಷಂಡ ಅಲ್ಲ ಅನ್ನೋದಾದ್ರೆ ನಿನ್ mobile no. ಹಾಕೋಕೆ ಏನೋ ಕಷ್ಟ???? ನೀನ್ ನಿನ್ mobile no. ನಿನ್ ನಿಜವಾದ ಹೆಸರು ಹಾಕ್ಲಿಲ್ಲ ಅಂದ್ರೆ.... ಮೇಲೆ ನೀನು ಬೈದಿರೋ ಅಷ್ಟೂ comments ನಿಂಗೆ ಉಲ್ಟಾ ಆಗ್ಲಿ.... ನಿನ್ನಮ್ಮನ್
0,@JustAn Opinion ninu Tika mucchu...Evattu Kannada industry Andhre idii India ge gottirodhu DR RAJKUMAR..
0,@Shashank Raj ninu thika muchho lo yeno artha aythu ninge ಕಾಮೆಂಟ್ಸ್ ಓದೋದು ಕಲಿ 🤣🤣
0,ನಿಮ್ಮ ತಂದೆ ಸಾಕಷ್ಟು ದುಡ್ಡು ಮಾಡಿದ್ರು ಆದ್ರೆ ಬೇಡಿದರು ಕೆಲಸಗಳ ಅನಕ್ಷ ಕವಾಗಿ ಖರ್ಚು ಮಾಡಿ ಸೋಕಿ ಮಾಡಿ ದುಡ್ಡೆಲ್ಲಾ ನಾಲ್ ಮಾಡಿದ್ದೀರಾ
0,ಸರಿಯಾದ planning ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು  Business ನಲ್ಲಿ improve ಆಗ್ಬೇಕು.
0,Nan jeevana yak hingaytu anta camera munde ಅಳುತ್ತಾ kuthiro janagala madya
0,yavdooo Hollywood movie nod8dange aytuu
0,Macha neen badukbeka ???
0,ಗುರು ನಿನ್ ಮೊದಲು ಪಬ್ಜಿ ಡಿಲೀಟ್ ಮಾಡು ಆಮೇಲೆ ಬೇರೆಯವರಿಗೆ ಹೇಳು.
0,Ho guru adu pubg alla  adu yav game antha modlu thilko ninu
0,Addu. Pubg alla. Guru.  Sumney. Elbedda
0,Bindu gowda  ನಿನಗೆ ಹೇಳ್ತಿನಿ ಕೇಳು tiktok ಮಾಲೀಕ ನಿಂಮತವರಿಗೆ ಅಂತಾನೆ ಈ app ಮಾಡಿದ್ದಾನೆ ಕೆಲಸ ಇಲ್ಲದೆ ಕಾಲಿ ಇರೋರಿಗೆ ಅಂತ ನಮ್ಮ ದೇಶಕ್ಕೊಸ್ಕರ ಒಂದ app delete ಮಾಡೋಕೆ ಆಗಲ್ಲ ಅಂದ್ರೆ ನಿನಗೆ ತೂ
0,Avlge avra appaniginta pakkada mane uncle tumbaa esta adke bro
0,Yar guru evlu chaina hudgi naa indian aa gothilla
0,Lo troll madtadyalla nin us mado mobile ysvdo
0,Anna nim ella videos nodide....ella video super....innu chennagi videos maadtha iri...Sonu srinivas gowda mobile touch maadoku bhaya padabek aa tara maadi
0,Yavano avnu sade nan maga tiktok eno kitthakide anthane.. Modlu tilkondu maathado... Bro next video aaa sade nan magan mele maadi...its  request plz bro.. And loved ur video
0,Sule magne nin maneli yava china product ilva
0,i love rakshit anna. super movie sule rasmika mandan ge chappali le hodibeku
0,Avane gay Rak'shit' shetty
0,Abbbabbabababababa . . Dhoolu guru.. gooli Bantu
0,ನೀ ಬೆಳಿಬೇಕು ರಸ್ಮಿಕ ನಿನ್ನ ನೋಡಿ ಉರ್ಕೋಬೇಕು
0,Ebru kannada films na promote madtavre.ningyo kho beku comparison madodu......
0,Nev hing madodhakene... nav udhara agthilla....
0,@Nithi nithinNav en madvappa....
0,Guru ninge like beku andre kelu Kodthare adu bitu thandidabeda
0,@chetan kumarab nan yavagloo compare maddhe...
0,@chetan kumarab nan ning alla guru helidhu....
0,@chetan kumarab guru ve.... aha comment maddhavn hesru nodo....nanalla kano
0,I love gojjekesari Sule gayash
0,Pranjali Raj nija boglu.... Ninu kannadiga alva
0,Yes bro avaga song ajneesh sir voice alli ittu
0,🤔🤔🤔 hello thamma navu unity maintain madthivi aithu thorskolo avyashyakathe namgila nin CMT nodid kudle yavan avr fanism bidkodala 🤣🤣 nin kano doddu sede nan maga
0,Trailer barii ide nodlebeku..
0,Idu nijvaaglu cinema na illa sum sumne naa ? 🤔
0,ಶೆಟ್ಟಿಗಳು ಎಲ್ಲಾ ಈತರ ಕಥೆ ತೆಗಿಯೋದು ಮುಖ್ಯವಲ್ಲ ಕಮರ್ಷಿಯಲ್ ಸಿನಿಮಾ ಮಾಡಿ ತೋರಿಸಿ
0,So called ದೊಡ್ಡ ದೊಡ್ಡ ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆನೂ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರಕ್ಕೆ ಬೆಳೆಯುತ್ತೆ
0,Olledu ond pan India movie madro sumne yak eneno madkondu...
0,ಬೀದಿ ಕಸ ಗುಡಿಸಿ ತನ್ನ ಮಕ್ಕಳನ್ನ IAS
0,Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide
0,ಈ ಕರಾವಳಿ ಶೆಟ್ರು films ಯಾಕೆ ಇಷ್ಟೊಂದು dull and bore ಹೊಡಿಸುತ್ತೋ ಗೊತಾಗ್ತಿಲ್ಲ. ಆ ಕಿರಿಕ್ ಪಾರ್ಟಿ
0,Thu thukali trailer
0,Shettys>>>>Dboss+Raj kutumba+sarja family
0,ಏನ್ ತುಕಾಲಿ ಫ್ಯಾನ್ಸ್ ಮರ್ರೆ... ಟ್ರೈಲರ್ ಬಗ್ಗೆ ಕಾಮೆಂಟ್ ಮಾಡೋದು ಬಿಟ್ಟು... ಆ ಫ್ಯಾನ್ಸ್  ಕಡೆಯಿಂದ ಅಲ್ ದಿ ಬೆಸ್ಟ್... ಈ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್... ಥು ಇವ್ರ ಜನ್ಮಕ್ಕೆ
0,D Boss support idre sinima gellutte no doubt
0,Ei movi pass aglile
0,Idu yaavdo tamil film remake guru
0,Olle concept guru.. kannadadalli intha cinema barabeku
0,2019 utter flop in sandlewood
0,ಮುಚ್ಚಲೇ..... ಆ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ..... ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು....
0,ಇನ್ನೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಸೋ ಸರ್ದಾರ
0,Those 850 dislikes are Frome rashmika mandanna fans
0,Promotion heg madodo anta kaliri
0,Edu public mistake alla bidi evara mistake edu.one week ga 11 films release adre jana yavdanta nododu.Its totally mistake of film makers planning
0,RIP kannada film chamber.No proper plannings.
0,ಸತ್ಯಕ್ಕೆ ದೂರವಾದ ವಿಚಾರ . ಯಾಕೆ ಸುಳ್ಳು ಹೇಳುತ್ತಾರಿ
0,Ee news reporters sutti balasi information helodanna dayamadi badalayisikolli
0,Nanna prakara badukira bhahudu adare media davari aa cotiyalli ashvattama na bage yake gottaglilla
0,Yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi News Ali haki
0,Bogus kathe ........thu nan makla sullu bogaloku nachike agalva yaro nivella thuuuuuuu
0,Kavravru ketavarala viraru
0,Entha song na dislike madtiralla loafer nan makkala thu nim janumakke
0,Dislike madidavar rashmika fans irbek
0,dont support kannada shit only telugu ji telugu
0,Dislikers r fans of rasmika
0,@Kiccha Vitthal ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ ಉರ್ಕೋತಾವ್ರೆ d boss ಬೆಳಿಯೋದು ನೋಡಿ... ಕಂಜೂಸ್ ನನ್ ಮಕ್ಳು... ಸೇಮ್ ಅವುನ್ ತರ ನೇ msg ಮಾಡ್ತಾವ್ರೆ  ಸರಿ ಬಿಡಿ ಅಂತಾ ಸೇಮ್ ಡೈಲೌಗ್ ಲುಚ್ಚಾ ಹೇಳ್ತಾನೆ ಸರಿ ಬಿಡಿ ಅಂತಾ lol
0,@Kiccha Vitthal ದಬಾಂಗ್ ಆಲ್ಸೋ ಏನು ಆಲ್ರೆಡಿ ಫ್ಲಾಪ್
0,@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ... ಮೊನ್ನೆ bigboss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಆಗಲ್ಲಾ bigboss also flop in trp...
0,@prithvi nayak ನಿಮ್ಮ ಅಮ್ಮ ಹಾದರಗಿತ್ತಿ
0,@prithvi nayak ಚಪ್ಪರ್ ಬೋಳಿಮಕ್ಳ.. ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ ಬುದ್ದಿ ಎಲ್ಲಿಗೆ ಹೋಗುತ್ತೆ ಎಲ್ಲಿ ಹೋದ್ರು ಬರಿ ಉರ್ಕೋಳ್ಳೋದೇ ಆಯ್ತು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ.. ನಿಮ್ಮ ಲುಚನ್ಗೆ ಹೇಳ್ದ್ರೋ ಒಂದಾದ್ರು ಹಿಟ್ ಸೀರಿಯಲ್ ಕೊಡು ಅಂತಾ ಪೈಲ್ವಾನ್ ಸೀರಿಯಲ್ ಆಲ್ಸೋ ಫ್ಲಾಪ್
0,@prithvi nayak ಉರ್ಕೊಂಡ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ bcz
0,@TROLL MONSTER_KANNADA nNimm Todeya release gu modale damaar
0,@Kiccha Vitthal ಶಾಟ ಕಿತ್ಕೊಳ್ಳೋಕೂ ಆಗಲ್ಲಾ ಲುಚ್ಚಾ ನ್ ಫ್ಯಾನ್  ನೀವ್ 10 ಜನ ಬಂದ್ರೆ ನಾವು 100 ಜನ ಗೊತ್ತಲಾ d boss power.. nim lucha n kelu helatane mindrike
0,Rashmika fans  ND devarkonda fans urkondirtarea
0,Dboss fans erbeku
0,Rashmika gube fans irbekhu
0,@Prithvi Vishwanath guruve nav #DBoss fans kannada songs nodoku modle like madovru sumne thika yella matadbedi.
0,Entha promotion illa hindi realise agutta annode doubt
0,1.3k unlikes madiruvavru rashmika fans irbahoda 🤔 super song shetre slow poison song
0,Those 1.3k dislikes are seems to be fan of rashmika
0,unlike kottiroru ramshakkana fanse erbeku
0,Those 1.2k dislikes are jealous kongas for sure🤣
0,ಪಾಪ ಜಾಸ್ತಿ followers ಇರೋರ್ ತುಂಬಾ ಬೇಜಾರ್ ಮಾಡ್ಕೊಂಡಿದಾರೆ
0,E kithu hogi ero Nan makallu na chapalli Alli hodi beku.... Tiktok Ban Madi olle kelsa Madi edare
0,ಸೂಪರ್ ಗುರು ಟಿಕ್ ಟಾಕ್ ಗಳಿಗೆ ಮೆಟ್ಟಿನಲ್ಲಿ ಓದಿದ್ದೀಯಾ ನನ್ನತ್ರನೂ ಒಂದು ಹಳೆ ಮೆಟ್ಟಿದೆ ಕೊಡ್ತೀನಿ ತಗೊಂಡು ಬಿಡು
0,Nisha preety avalna avlu dodda buddivanthe deshada Asti avlu eval video Ella Andre Jana sathogtare antha avalge fallowers bekanthe instadalli thu kachadagalu taleli 3 kasina buddi Elladavella yak saytidave
0,ಟಿಕ್ ಟಾಕ್ CEO n ಭಾರತದಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ಸೋಮಾರಿಗಳಿದ್ದಾರಾ ಹಾಗಾಗಿ ಟಿಕ್ ಟಾಕ್ ಅನ್ನು ಬಳಸುತ್ತಿದ್ದಾರೆ ಅಂತn ಸೊಕ್ಕಿನಿಂದ ಅತಿ ಕೇವಲವಾಗಿ ಮಾತಾಡಿದರೂ ಕೂಡ ನಾಚಿಕೆಗೆಟ್ಟ   ನಮ್ಮವರಿಗೆ ಬುದ್ಧಿ ಬಂದಿಲ್ಲ
0,Bro instagram nalli vagul dengorige edetara aapidri bro
0,ಥೂ ನಿಮ್ಮ ಮೊದಲು ನಮ್ಮ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೋಸ್ಕರ ಬದುಕಿ  ಚೀನಾದವರ ನೀವು  ಚೀನಾದ ಅವರಿಗೋಸ್ಕರ ಬದುಕಬೇಡಿ ನಮ್ ದೇಶ ನಮ್ ನಾಡನ್ನು ಬೆಳೆಸಿ ಮೊದಲು
0,ಟಿಕ ಟಾಕ್ ಹೀರೋ ಹೀರೋಯಿನಗಳ  ತಿಥಿ ಊಟ ಹಾಕಸು ಗುರು creative ಕನ್ನಡಿಗ
0,Unlikers Ella chinos appang huttid sulemaklu irbek
0,ಗುರು ಅವರಿಗೆ ತಾಕತ್ತಿದ್ದರೆ ಯೂಟ್ಯೂಬ್ ಅರಸ್ ಆಗೋಕೆ ಹೇಳು 10 15 20 ಸೆಕೆಂಡ್ ಮಾಡೋ ಟಿಕ್ ಟಾಕ್ ಸಡೆಗಲಿಗೆ ಯೂಟ್ಯೂಬಲ್ಲಿ ಎಂಟು ಹತ್ತು ಇಪ್ಪತ್ತು ನಿಮಿಷ ವಿಡಿಯೋ ಮಾಡೋಕೆ ತಾಕತ್ತಿದೆಯಾ ಕೇಳು nnLove u ರೋಸ್ಟ್ team ಅಂಡ್ ಟ್ರೋಲ್ team
0,ಚಳಿಗಾಲದಲ್ಲಿ ಹೆಂಡ್ತೀನ ಬಿಟ್ಟಂಗಾಗಿದೆ Tik tokers ಸ್ಥಿತಿ Like a  ಹೀಟ್ ಗೆ ಬಂದಿರೋ ನಾಯಿ ತರ
0,Tiktok mado gaandu s.. maklu
0,ಸೂಪರ್ ಬ್ರದರ್.. tiktaak ಸೂಳೆಮಕ್ಕಳಿಗೆ ಒಳ್ಳೆಯ ಟಾಂಗ್ ಕೊಟ್ಟಿರಿ
0,Curectagi mathadodanna kali..
0,Miikaaaaa Instagramers roast next Anna
0,Dislike madidorella bevarsi TikTokers..thika urkondavre Burnol kodrooo🤣🤣🤣🤣🤣🤣
0,Syck bro ....heavy agi roast madtira...adrunu tiktokers tik kik app  nali saitare....
0,Super sir..nanantu adella dwnld kuda madirlilla...420china
0,Bro tiktok ban bagge bejar agiro nayi galige innu mut nodkollo hage roast madu bro plzz...aa lofar nayi galige nam desha kinta ade bekagide nayigalige...
0,Kannada adru swalpa parvagilla guru Telugu Tamil movies anthu jaatre dialogue jaatre fighting over acting inda thumbi tuluktha ide.
0,Movie nija chanagila guru
0,Marketing sariyaagi maadrappa istondu olle movie ge ingadre henge very imp marketing
0,Super movie sir.. ಆದ್ರೆ ದುರಂತ ನಮ್ಮ ಪ್ರೇಕ್ಷಕ prabhugalna namboduu.. really tumbaa bejaar aytu ದಿಯಾ moviege e thara agiddu.. but prachaara kammi aytu anstide sir.. theatre inda movie hodmele saalu saalalli jana banduu keltidaare..
0,6-5=2 nalli nijvadh video antha posteralli nodide but movie nodida mele gotthaythu adu sulu antha
0,Love story bandidde adre e Tara yavdu illa
0,ಕಥೆಯಲ್ಲಿ ದಮ್ ಇಲ್ಲ
0,Dum andhre star hero galu tageyuva build up movie taraha irbekaagitta
0,@sonali sona link a....theatre hogi nodi nim avrindha olle films ge value illa
0,ಥಿಯೇಟರ್ ಅವರು ಶೋ ಕೊಡಲ್ಲ
0,Namma deshanu china thara aitu andre  badatanane erala sir..
0,VPN hakondu tiktok use madtidare nam soldier sattirodu lekkka ellla janakkke
0,ರಾಜಕಾರಣಿ ಗಳಿಂದ ನಮ್ಮ ದೇಶ ಹಾಳಾಗಿದೆ Brother...
0,ಆದರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕಾರಣದಲ್ಲಿ ಇಚ್ಛಾಶಕ್ತಿ ಕೊರತೆ ಇದೆ ಇದು ಸಾಕಾರ ಆಗುವವರೆಗೂ ಇದೆಲ್ಲ ಸಾಧ್ಯವಿಲ್ಲ..
0,Nimma mahithi 100% sathya yavaga etharahada rajakaranigalinda deshakke mukthi sigatho aa devarigu kuda gothilla adare next generation avaru sadane madabahudu
0,Namma deshadalli Somberigalu jaasthi..
0,Corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... Viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.
0,Elli politics jasti and beliyokke bedalla hotte kirchu padthare
0,ದೇಶಧ್ರೋಹಿಗಳು ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದರೆ ನೀವು ನಿಜವಾದ ದೇಶ ದ್ರೋಹಿಗಳು ನಾಚಿಕೆ ಆಗಬೇಕು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ.... ಇಂತಹ ಅದ್ಭುತವಾದ ವಿಡಿಯೋ ಗಳಿಗೂ ಡಿಸ್ ಲೈಕ್  ಮಾಡಿದ್ರಲ್ಲ ನಿಮಗೆ ನಾಚಿಕೆ ಆಗಲ್ವಾ.....
0,ಕೌಶಲ್ಯ ಇದ್ದವರ ಸಂಖ್ಯೆ ಕಡಿಮೆ ಇಲ್ಲ ಸರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಿದ್ದಾರೆ.... influence ಪವರ್ ತುಂಬಾ ಇದೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ influence ಇಲ್ಲ ಅಂದ್ರೆ ಯಾವನು ಮೂಸಿ ಕೂಡ ನೋಡಲ್ಲ ನಮ್ಮ ದೇಶದಲ್ಲಿ....ಅದಕ್ಕೆ ಕೌಶಲ್ಯ ಇದ್ದೋರಿಗೆ ಕೆಲಸ ಸಿಗ್ತಿಲ್ಲ.....
0,ನಮ್ಮ ದೇಶದ ನಂತರ ಅವರಿಗೆ ಸ್ವತಂತ್ರ ಸಿಕ್ಕಿರುವುದು ಅವರೇಕೆ ಅಷ್ಟು ಮುಂದುವರೆದರು nnನಮ್ಮ ದೇಶ ಕಾಂಗ್ರೆಸ್ ಹಂದಿಗಳು ಯಾಕೆ ಉದ್ಧಾರ ಮಾಡಲಿಲ್ಲ
0,ಏನು ಮಾಡೋದು ಸರ್ ದೇಶ ಉದ್ದಾರ ಮಾಡುವಷ್ಟು ದುಡ್ಡನ್ನು ನಕಲಿ ಗಾಂಧಿಗಳು ಲೂಟಿ ಮಾಡಿದ್ದಾರೆ ಅದು ಅಲ್ದೇ ಒಬ್ಬ ವಿದೇಶಿ ಮಹಿಳೆ ಕೈಯಲ್ಲಿ ದೇಶ ಸಿಕ್ಕು ಬರಬಾರದ ಪರಸ್ಥಿತಿಯಲ್ಲಿ ಬಂದುಬಿಟ್ಟಿದೆ ಅವಳ ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್ 3 ಬಿಲಿಯನ್ ಇದೆ ಯಾರಪ್ಪನ ಮನೆ ದುಡ್ಡು ಅದು ಸ್ವಲ್ಪ ಅದರ ಬಗ್ಗೆ ಒಂದು ವಿಡಿಯೋ ಮಾಡಿ ಲೂಟಿಕೋರರ ನಕಲಿ ಗಾಂಧಿಗಳ ಬಗ್ಗೆ
0,ಚೀನಾದ ಭವಿಷ್ಯ ಕ್ಕಾಗಿ ಸ್ಥಿರ ಆಡಳಿತಕ್ಕಾಗಿ ಜಿನ್ ಪಿಂಗ್ ರನ್ನು ಜೀವಮಾನದ ವರೆಗೆ ಅಧ್ಯಕ್ಷ ರಾಗಿ ಆಯ್ಕೆ ಆಗಿದ್ದಾರೆ. ಆದರೆ ಭಾರತ ದಲ್ಲಿ ಪ್ರತಿ ವರ್ಷ ಒಂದಿಲ್ಲೊಂದು ಚುನಾವಣೆ ಗಳು ಇರ್ತಾವೆ ಈ election ಗೆಲ್ಲೊಕೇ ಹೊಲಸು ರಾಜಕೀಯ ನಾಯಕರ ( ಹಂದಿಗಳು)  ಹರಾಚಾಟ ಜಾತಿ ಧರ್ಮ ಬ್ರಷ್ಟಾಚಾರ ಅಧಿಕಾರ ದಾಹ  ಸುಳ್ಳುಗಳು ಕೆಸರು ಎರೆಚಾಟ ಇಂತ ಹೊಲಸು ರಾಜಕೀಯ ವನ್ನೇ 24*7 ಬ್ರೇಕಿಂಗ್ ನ್ಯೂಸ್ ಆಗಿ ತೋರಿಸೋ ಮೂರು ಬಿಟ್ಟು ಬಾಯಿ ಬಡುಕೊಳ್ಳೋ news ಚಾನೆಲ್ ಗಳು..... ಇದು ನಮ್ ಗೋಳು ಗಳು nಇದರ ಮಧ್ಯ ಜನ ಸಮಾನ್ಯನಿಗೆ ಶಿಕ್ಷಣ ಆರೋಗ್ಯ ಉದ್ಯೋಗ ಒಳ್ಳೆ ಪರಿಸರ ಬರಿ ಕನಸು.... nಇನ್ನೂ social ಮಿಡಿಯಾ ದಲ್ಲಿ ಭಾರತ ವಿಶ್ವ ಗುರು
0,hello amar prasad tumbha chenda itthu nimma ee pryatna saakashut vishyagalannu  munde ittiri idu namege gothe iralilla. china nijakku entha samartha desha deshpreemigale tumbiruvantha desha moodalu nammale ee daridara raajakihavannu oddu military adalita barabeku ega itndu kobbiruva raajakaarnigalaga asthi pasthigalannu ondu rupeenu beedade kitthukondu avarannu beedhi bhikharimaadidare namma desha sirivanthavaaguvudaralli no doubt
0,ಕಾಂಗ್ರೇಸ್ನವರು ದೇಶದಲ್ಲಿ ಜಾತಿ
0,Idella nam indiadaroge buddi barbeku alwa idkela tale odisidre navu yavthu munfe hogtifvi illi enidu hinduthwa jathi jagala idela beka tale odistare adrindane etara agtide
0,Bari prayojanake barada films nododu Facebook YouTube li comments hodiyodu yaavalo hudugi siktale anta instagram li search madodo ede Indians hanebaraha etara madidre dhesha development aagoke saadyana
0,ಕಮೂನಿಷ್ಟ ಸರ್ಕಾರವೇ ಒಳ್ಳೆಯದು ಅಲ್ಲಿ ರಾಜಕೀಯ ಇರಲ್ಲ ದೇಶದ ಅಭಿವೃದ್ಧಿ ಒಂದೇ ಗುರಿnನಮ್ಮ ದೇಶದ ಈ ಸ್ಥಿತಿಗೆ ಕಾರಣnn* ರಾಜಕಾರಣಿಯರು(ನೆಹರೂ ವಂಶಸ್ಥರು)
0,Nam college  alli degree  BE mugisdorigu nayvagi coding bareyoke barallla
0,ಇಬ್ಬರು  ಕಳ್ಳರೇ
0,Dislike ಮಾಡೋ ಮೂರ್ಖರ ಬುದ್ದಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ.
0,Dboss murkha abhimani galu
0,ನಿಮ್ಮ ಮಾತು ಕೇಳಿ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ನೆನಪಾದರು
0,Bari olu nan makla
0,ಕಥೆ ಅರ್ದ ಅಗಿದೆ.ಅಶ್ವತ್ತಾಮ ತನ್ಣಗಾಯಗೊಂಡ ದೇಹವನ್ನು ಗುಣಪಡಿಸಿದ್ದು ಕಲ್ಲಡ್ಕ ಪ್ರಭಾಕರ್ ಭಟ್.ನಂತರ ಅಶ್ವತ್ತಸಮ ತನ್ನ ಹೆಸರು ಬದಲಾಯಿಸಿ .ನರೇಂದ್ರ ದಾಮೋದರ ಮೊಲದಿ ಎಂಬ ಹೆಸರಿನಿಂದ ಬಾರತದ ಪ್ರದಾನಿಯಾಗಿ    ಅತನ ಅನುಯಾಯಿಗಳೇ ಮೋದಿ ಭಕ್ತರೆಂಬ ಕೌರವರು ಇವಾಗ ಮುಸ್ಲಿಂ ಎಂಬ ಪಾಂಡವರ ವಿರುದ್ದ ಕುತಂತ್ರ ಯುದ್ದ ಮಾಡುತ್ತದ್ದಾರೆ..
0,ಕಥೆ ಸರಿಯಾಗಿ ತಿಳಿದುಕೊಳ್ಳಿ..... please don't worng guide..... ಅಶ್ವತ್ತಾಮ ಶಿವನ ಅವತಾರ.... ಇಂದ್ರನಲ್ಲಿ ಸುಳ್ಳು ಹೇಳಿದಕ್ಕಾಗಿ ಭೂಮಿಯಲ್ಲಿ ದೀರ್ಘ ಕಾಲಿ ಯಾಗಿ ಅವತಾರಿಡಿದರು ಅಷ್ಟೇ...... ಕೃಷ್ಣ ಅವರಿಗೆ ಶಪಿಸಲಿಲ್ಲ
0,Bari ante kante Gale agoytu. Enadru solid proof torsri avar edare annoke.
0,Nija kano adhu...neevgalu kathe katkondirodu...alla alla antha....
0,Nejwad deushya torishi eg heliddu
0,No way chance illa  ivaga elli edane proof kodi  nambteevi
0,All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz
